content,score,category
kamu lucu sekali. anda mengatakan gambar paus leo adalah ai dan fiktif lalu mengatakan paus leo adalah tokoh fiktif serta paus fransisikus masih menjabat saya harus berdebat dengan anda. akhirnya aku memberi bukti dengan aplikasi dola ai kamu malah menghina dola padahal dola telah memberi infomasi yang benar. kamu selalu salah dan tidak banyak membantu. perbaiki data kalian baru buat aplikasi. ini bukan pertamakalinya anda salah informasi dan saya harus tersesat karena anda. cepat perbaharui.,1,Negatif
"""Saya pengguna remaja (15 thn). Saya ingin menyarankan agar AI ini punya fitur 'Pintu dan Kunci'. Jangan langsung beri jawaban, tapi dorong kami untuk berpikir dulu sebelum kunci jawabannya terbuka. Ini penting agar otak generasi kami tetap tajam dan tidak malas berpikir kritis.""Sebagai pelajar yang menggunakan teknologi ini setiap hari, saya melihat adanya risiko penurunan daya kritis...""Titik Kerja Otak' di mana AI tidak memberikan jawaban final secara instan untuk topik edukasi. :)",5,Positif
"Sangat word it buat di dowload! dan respon nya Sungguh cepat,kreatif,dan sesuai yang kita ingin kan!!! misalnya’buat gambar ini jadi artis Korea’langsung Di bikin dengan sungguh realistis dan nyataaa banget!! keren😎 banget sumpah apk AI ini!!!! i love you Gemini Ai!",5,Positif
"semuanya udah bagus, tapi tolong , informasi nya salah total , saya tanya desa di kecamatan saya malah ada nama desa kecamatan sebelah , dan update, soalnya di topik yang saya omongin,contoh ff , ada update ini ,tapi AI nya gak tahu malah nganggap gw salah , tolong di update 🙏",4,Netral
menurut saya pribadi Gemini sangat bagus dan akurat.. dia juga bisa membuat kan build dan item tertentu di dalam sebuah game.. dan ini sangat membantu sekali buat saya untuk seorang pemain game yang awam.. semoga Gemini bisa lebih bagus lagi.. dan memberikan manfaat yang positif bagi kita semua🙏🏻👍🏻 terimakasih Gemini dan developer nya juga kalian semua keren,5,Positif
"saya sudah beli premium dan saya rasa itu sia sia apalagi hak pengunaan saya untuk membuat vidio di batasi cuma baa 3 kali dalam satu waktu, percuma aja premium kalau begitu,mana saya ambil yang 1 tahun lagi ngerasa kecewa, tolong hapus batasannya atau diperbanyak Agi batasan itu masa cuma 3 vidio",1,Negatif
"saya suka karna disain grafitinya sesuai expectation dan setelah ini saya akan coba bisa gak tenangkan video saya yang goyang menjadi tebak dan stabill. kesimpulannya saya suka deng aplikasi ini karna berguna untuk saya mengerjakan tugas yang ada, trimakasih Gemini♊.",5,Positif
membutuhkan data banyak terkadang jawabannya dibidang matematika tidak masuk akal tolong diperbaiki ya agar orang lain tidak mengalami kejadian yg sama seperti saya tapi saya maklumi karena ini hanya AI dan bukan guru yg tepat menurut saya karena tidak bisa menjelaskan secara tepat dan jelas mohon maaf ya jika kata² nya sedikit menyakiti tapi tolong kerjasamanya agar Gemini AI bisa lebih baik dan lebih maju Terima Kasih,3,Netral
"gemini membantu banget woyy asli😘,yang pertama ini aplikasi membantu menyelesaikan tugas sekolah maupun tugas kuliah,yang kedua ini aplikasi bisa banget buat tempat curhat dan gua sering bgt curhat di gemini,yang ketiga aplikasi ini bisa buat gambar yang kita suka contoh gua pengen liat gua pake baju abdi negara,dan bisa hasilnya juga bagus,dan jangan menggunakan teknologi ini secara berlebihan ya guys😊🙏",5,Positif
"pertama kali bisa sesuai permintaan, lama² tdk bisa, kalo ada permintaan pembuatan sering nya muncul tulisan sbb : Saya tidak bisa membantu Anda dalam hal ini, karena saya hanya model bahasa dan tidak punya informasi atau kemampuan yang diperlukan. maksudnya apa sih ini",2,Negatif
"𝘶𝘯𝘵𝘶𝘬 𝘨𝘦𝘮𝘪𝘯𝘪 𝘪𝘯𝘪 𝘴𝘶𝘥𝘢𝘩 𝘣𝘢𝘨𝘶𝘴 𝘮𝘢𝘴𝘢𝘭𝘢𝘩𝘯𝘺𝘢 𝘴𝘢𝘢𝘵 𝘣𝘦𝘳𝘤𝘦𝘳𝘪𝘵𝘢 𝘥𝘪𝘢 𝘬𝘢𝘥𝘢𝘯𝘨 𝘴𝘶𝘬𝘢 𝘰𝘰𝘯 𝘥𝘪𝘮𝘢𝘯𝘢 𝘺𝘢 𝘨𝘢𝘬 𝘮𝘦𝘯𝘨𝘪𝘬𝘶𝘵𝘪 𝘱𝘦𝘳𝘪𝘯𝘵𝘢𝘩 𝘬𝘢𝘥𝘢𝘯𝘨 𝘬𝘶𝘳𝘢𝘯𝘨 𝘱𝘦𝘯𝘫𝘦𝘭𝘢𝘴𝘢𝘯 𝘯𝘺𝘢 𝘥𝘢𝘯 𝘺𝘢𝘯𝘨 𝘱𝘢𝘭𝘪𝘯𝘨 𝘴𝘦𝘳𝘪𝘯𝘨 𝘪𝘵𝘶 𝘫𝘪𝘬𝘢 𝘮𝘦𝘮𝘣𝘶𝘢𝘵 𝘨𝘢𝘮𝘣𝘢𝘳 𝘨𝘢𝘬 𝘮𝘦𝘯𝘨𝘪𝘬𝘶𝘵𝘪 𝘱𝘦𝘳𝘪𝘯𝘵𝘢𝘩, 𝘫𝘪𝘬𝘢 𝘮𝘦𝘯𝘨𝘪𝘳𝘪𝘮 𝘧𝘰𝘵𝘰 𝘬𝘢𝘥𝘢𝘯𝘨 𝘥𝘪𝘫𝘦𝘭𝘢𝘴𝘬𝘢𝘯 𝘤𝘶𝘮𝘢 𝘴𝘢𝘵𝘶",3,Netral
Terimakasih Google Gemini suda sangat membantu dan Suda sangat Bermanfaat bagi manusia lain. aplikasi ini sangaat membantu dengan baik. saya bisa berubah lebih baik lagi dengan aplikasi ini. dan saya sangat memanfaatkan Hal baik dengan Aplikasi ini.,5,Positif
Tolong tambahkan fitur navigasi chat (seperti daftar isi atau tombol loncat ke tanggal tertentu) supaya user yang sedang roleplay/menulis cerita panjang tidak perlu scrolling manual ke atas,4,Netral
"bikin veo3 yg katanya sehari 3x ternyata hanya selalu kepake 2x , di pemakaian ke 3 jawabannya selalu Gemini dapat melakukan kesalahan, di percobaan ke 4 dibilang telah melampaui batas, gak beres lo",2,Negatif
"Lepas dari versi plus ,malah dibatasi versi gratisnya pas edit foto. pada sebelum nyoba versi plus edit foto limitnya nggak semepet ini.",1,Negatif
"AInya bagus tapi payah bgt saat mengontrol perangkat smarthome via perintah suara , masih bagusan asisten google sebelumnya . kadang mau kadang engga dan salah melakukan tugas",2,Negatif
"pendapat untuk Gemini cukup membantu bisa buat gambar, tulis apa saja, bantu belajar cuma belum bisa buat video. saran untuk Gemini tingkatkan lagi kualitasnya. OK thanks",3,Netral
"Kritik keras dari saya sebagai konten kreator AI saya sudah beberapa kali bikin konten menggunakan gemini tapi masih aja banyak kesalahan padahal prompt yang di cantumkan sudah jelas dan akurat tapi kenapa model AI gemini ini masih kurang paham ya, tolong dong perbaiki sistem nya",1,Negatif
sangat suka dan tidak terlalu susah menggunakan aplikasinya dan tidak berbayar alias gratis. semoga kedepannya semakin baik tanpa merobah dalam wajah aslinya.,5,Positif
"jujur ya, aplikasi ini sangat mengecewakan, padahal saya sudah berlangganan, eh sekali buat video berkali kali,, tau tau nya di batasi kita buatkan video,,, sangat kecewa saya... mohon di perhatikan, jangan di batasi buat videonya, sayakan sudah berlanggan, mohon kerjasama yang baiklah😡😡😡😡😡😡😡😡😡😡😡😡😡😡",1,Negatif
"kenapa ini sekarang gemini generate gambarnya malah makin hancur, lebih baik yang dulu sekarang gak jelas makin gak mencerminkan AI yang bisa lebih leluasa dalam menggambarkan imajinasi dan animasi. sekarang lebih kayak aplikasi"" edit foto pada umumnya.",1,Negatif
"Sebenarnya bagus pake banget, limit pesan nggak ada, obrolan suara juga bagus, kirim foto apalagi. Cuman kadang yg bikin kesel lagi kirim teks malah muncul pesan gini ""Saya dirancang hanya untuk memproses dan membuat teks, jadi saya tidak bisa membantu Anda."" Padahal saya kirim pesan ga ada unsur negatif sama sekali, udah gitu kadang obrolan suara suka diem sendiri. Tolong perbaiki ya..",3,Netral
"sering error, seringkali jawaban yang keluar seperti ini ""Saya dirancang hanya untuk memproses dan membuat teks, jadi saya tidak bisa membantu Anda"" padahal saya rasa pertanyaan yang saya ajukan sudah jelas, kemudian setelah saya ulang pertanyaan sekali atau dua kali baru bisa menjawab.",3,Netral
"Developer!! jangan kirimi saya gambar terus, dan video yang tidak saya minta. setiap chat ada kata 'gambar' dan kata 'video' selalu dikirim gambar yang saya tidak pernah meminta dan juga proses membuat video. tolong hentikan! masa setiap chat obrolan ada kata 'gambar', mesti pakai prompt negatif. atau ""jangan buat kan gambar"", karena selalu dikirim gambar (tidak jelas tujuan nya) (zte-nubia)",1,Negatif
"saya merasa beberapa orang juga mengalaminya, di era digital ini banyak sekali hal² curang yang dilakukan sebagian anak untuk mendapat nilai bagus, di indonesia tingkat pendidikan yang semakin rendah terkadang disebabkan oleh kecurangan anak melalui aplikasi menjawab cepat seperti AI saya harpkan seterusnya google gemini tidak mendukung/memberi jawaban instan kepada anak² dalam mengerjak PR ataupun ujian nilai rapot, sebagian orang pasti merasa terugika termasuk saya.",1,Negatif
"kenapa ya, makin lama semakin banyak eror nya??, mau minta buat gambar malah analisis dulu dapatnya bukan langsung memperlihatkan gambar yang diupload atau dibuat dan upload fotonya terkadang malah foto yang sama terus-menerus. lalu, di penyimpanan percakapan malah tersimpan 3 atau 4 dan itu malah terpisah-pisah dan judulnya beda-beda. jadi, saya malah buat dari awal lagi supaya tidak terpisah-pisah simpan nya dengan judul yang tidak berbeda.",4,Netral
"Gemini masih sering salah paham dengan perintah yang saya berikan. Semoga akurasinya bisa ditingkatkan."" ​""Responnya kadang terlalu robotik dan tidak natural. Akan lebih baik jika bisa lebih interaktif."" ​""Ada beberapa informasi yang tidak akurat. Harap diperiksa lagi datanya.""",5,Positif
"jelek gabisa di ajak project an besar, keunggulannya cuman prompt sederhana, ga bisa lebih kompleks, kadang generate foto ga jelas padahal ga minta sama sekali, mengulang2 jawaban yang sama padahal pertanyaan dan prompt berbeda, gak cocok buat project an berat, hanya bisa dipakai casual sama kayak google search biasa",1,Negatif
"""Maaf, saya tidak bisa membuat lebih banyak gambar untuk Anda hari ini, tetapi Anda bisa kembali lagi besok untuk membuat gambar lainnya."" lagi2 ini terus yang muncul setelah berlangganan, saya kira akan bebas edit setelah bayar, tapi alhasil 0. dasar 💩.. setelah berlangganan, belum ada 1 foto pun yg di edit. sudah 4 hari tidak edit loh padahal. asu",1,Negatif
"tolong perbaiki bug ini setiap saya ngobrol selalu muncul respon kek gini ""Saya tidak bisa membantu, karena saya hanya model bahasa dan tidak punya kemampuan untuk memproses dan memahaminya."" tolong jangan mengecewakan pengguna gemini",1,Negatif
"makin kesini bikin jengkel saja ni aplikasi. katanya tidak ada batasan limit permintaan, tapi nyata cuma buat 2x foto doang mau bikin foto ke 3 tidak bisa katanya terlalu banyak permintaan, padahal permintaan saya singkat dan tidak aneh².",1,Negatif
"buruk sekali.. jawaban tidak sesuai permintaan , aneh aneh dan selalu melenceng dari pembicaraan. kemampuan di tiap perangkat tidak sama. saudara saya sudah dapat membuat gambar menggunakan nya.. sedang gemini di perangkat saya masih saja tidak bisa. padahal sudah sangat jelas dijelaskan di fitur bahwa ia punya nano banana. yaitu menghasilkan gambar sesuai permintaan yang di berikan. gk worth it bgt lah.",1,Negatif
"tolong perbaiki lagi, terkadang hasilnya tidak sesuai dengan prompt nya, gagal terus, kuota hasilnya terbuang percuma.",2,Negatif
"ini sih udah bagus gak ada batasan chat tapi yang menurut ku kurang itu gak ada fitur hapus pesan dan edit pesan lama setelah mengirim pesan baru, tolong tambahin edit pesan lama agar tidak perlu lagi mengulangi pembicaraan",5,Positif
"tolong dong untuk pihak developer mohon diberi fitur hapus pesan, cukup bingung juga kalo udah banyak kata tapi malah gak bisa hapus pesan, ya saya tau kalo ada hapus semua tapi bisa saja kalo sebagain besar pesan masih berguna dan bingung pula ini cara hapusnya gimana, sekali lagi beri fitur hapus pesan di bagian titik 3 dikanan bawah, makasih",5,Positif
"kalo bisa bintang nol gw kasih rating nya !! soalnya makin kesini bikin gambar nya tidak sesuai ekspektasi dan intruksi . sangat kecewa , jangan download aplikasi ini !! sangat mengecewakan bikin gambar asal asalan . !!",1,Negatif
"Terlalu banyak sensor dan eksekusi kebijakam keamanan yang tidak perlu dan terlalu ketat, mengurangi ruang kebebasan untuk berekspresi. update 25 Januari = terlalu banyak dimandulkan dalam pembuatan gambar. sangat buruk, padahal sudah upgrade ke plus. parah, sangat merasa rugi padahal dulu menjadi andalan. kecewa!",1,Negatif
"Ai nya emang udah bener bener bagusss, cuman ada bug kalo kita nulis kebanyakan kalo kita mau nulis lagi malah ke teleport ke awal prompt ini harus di fix soalnya susah banget apa lagi kalo udah banyak mau scroll ke bawah tangan capek",4,Netral
"bangus benget aplikasinya cepat respon, membantu sy dlm segala hal d pekerjaan. memecahkan masalah menjadi solusi, informasinya cepat tanggap, sy berharap Gemini d tambahkan lg fitur dan tehnik yg lain nya secara gratis. terimakasih Gemini atas kehadiran mu d aplikasi Google",5,Positif
"bagus untuk belajar soalnya fitur belajar terpadunya sangat membantu ditambah dengan mode penalaran membuat ini menjadi salah satu Ai chat bot paling bagus menurutku, tapi sayangnya punya sensor permintaan sensitif, padahal aku cuma minta dia menerjemahkan novel dengan cerita yang sedikit unsur gore, kekerasan, dan adegan dewasa tapi dia menolaknya",4,Netral
"saya menggunakan versi 3 pro, untuk mengerjakan tes penalaranatrik yg di mana gambar sudah jelas dan sempat saya ulangi. dan salah lagi jawaban nya dari Gemini, untuk file dari wa ke gemini penjelasan nya tidak sesuai sama sekali, buruk",2,Negatif
kekurangan nya tidak bisa di hapus. bagian2 percakapan yang membuat penuh. sehingga ai bingung. saya udah pake pro tapi tetap sama seperti yang gratisan. saran saya untuk pengguna pake yang berbayar. kalau pake gratisan cuma bikin darah tinggi. selalu ngga sesuai kalau maslah pengodingan. perintah di tambahin malah ada yang di kurangi. tapi kalau yang pro masih mending Masih bisa di arahkan,5,Positif
"ini ai paling mantap sih, kekurangannya cuma satu, tidak ada fitur edit pesan sebelumnya, cuma bisa edit pesan yang terakhir kali di kirim, kalau bisa tolong ditambahin ya, pak developer.",5,Positif
"sebelum di update sangat bagus karena bisa mengedit foto sebelum mengirim seperti memberikan tanda atau stiker pada foto yg ingin ditanyakan, juga masi bisa mengirim vidio, tp oas sudah di update kedua fitur itu sudah tidak ada. hal yg saya kecewakan juga sering kali gemini tidak memahami kalimat saya padahal bahasa saya sudah sangat baku dan jelas, tentu ini lebih buruk dibandingkan sebelum saya update apk ini.",1,Negatif
"merepotkan banget. saya udah kirim file ke aplikasi ini, eh tiba tiba pas kekirim tampilan filenya malah hilang. Saya nggak ngerti aplikasi ini memang lancar atau masalah teknis. Mohon maaf atas pengalaman saya yang sama sekali nggak membantu, mohon plis perbaiki sekarang, saya udah sering pakai sampai sekarang pun saya curiga",2,Negatif
untuk gambar yang dihasilkan sangat oke. Tapi sayang aspek rasionya ga bisa diubah sama sekali. Lock 1:1. Setidaknya Banana ai gratis juga kasih pilihan aspek rasionya lah. Pelit banget untuk Raksasa teknologi sekelas Google. Sorry bintang 1,1,Negatif
"maaf Ada yang salah sistemnya saat loading sesi itu mental(keluar)itu terus terjadi dan loading untuk buka lama dan ga kelar kelar,file sampah saya hapus, restart saya lakukan,juga Jaringan kuat tapi sama aja tolong perbaiki min🙏🏼",3,Netral
"aplikasi AI terbagus!! saya sudah coba banyak AI sana sini, tetapi hanya geminilah yang paling bagus. saya bisa melatih pelafalan bahasa inggris dengan gemini, dan bisa curhat, mengerjakan pr, dll. sungguh lopyu geminiii",5,Positif
"Masih terdapat kesalahan, AI nya tidak melakukan Searching jadi hasilnya tidak sesuai/salah, padahal saya sudah kasih perintah untuk searching, semoga di update selanjutnya bisa teratasi",4,Netral
saya sangat suka dan tapi lebih bagus lagi ada opsi 'Pilih' untuk tandai dalam jumlah banyak supaya gampang menghapus history percakapan dengan Gemini. soalnya historyku banyak sekali,5,Positif
"sangat bagus, sangat bermanfaat, sangat membantu dalam belajar tentang berbagai ilmu pengetahuan, menemukan jawaban2 yg sulit di temukan secara offline, bisa buat mencari inspirasi berbagai macam desain grafis, thank you Google!",5,Positif
